#
# National Water Information System
# 2018/03/05
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	parm_nm	fxd_va	fxd_tx
74200	Sample preservation	121	LC1049, wide mouth glass bottle, 1 L
74200	Sample preservation	123	FAM, Glass bottle, acid rinsed, 250 mL
74200	Sample preservation	125	FCU, brown poly bottle, field rinsed, 250 mL
74200	Sample preservation	127	RAM, Glass bottle, acid rinsed, 250 mL
74200	Sample preservation	129	LCO460, poly bottle, field rinsed, 500 mL
74200	Sample preservation	131	LCO881, poly bottle, field rinsed, 125 mL
74200	Sample preservation	133	LC1043, Glass or high-density poly bottle & seal cap, 1L
74200	Sample preservation	135	LC1199, Contact NWQL
74200	Sample preservation	137	LC0019, Amber glass bottle, baked at 450 deg C, 125 mL
74200	Sample preservation	139	LC0306, glass bottle, 125 mL
74200	Sample preservation	141	LC1038, plastic freezer carton, 1 pt
74200	Sample preservation	143	LC0961, Contact NWQL
74200	Sample preservation	145	ALF, Aluminum foil
74200	Sample preservation	147	C18, C-18 SPE Cartridge
74200	Sample preservation	149	CC, Polyethylene bottle, wide-mouthed, 500 mL
74200	Sample preservation	151	CRB, Carbopak-B cartridge
74200	Sample preservation	153	CUR, Polyethylene bottle, wide-mouth, 500 mL
74200	Sample preservation	155	EAM, Amber glass bottle, 250 mL
74200	Sample preservation	157	EBC, Amber glass bottle, teflon cap liner, 1L
74200	Sample preservation	159	ECC, Amber glass bottle, teflon cap liner, 1L
74200	Sample preservation	161	EDV, Amber glass screw-cap vials, teflon-faced septa, 40mL
74200	Sample preservation	163	ELV, Glass screw-cap vials, teflon-faced septa, 60mL
74200	Sample preservation	165	EOV, Amber glass screw-cap val, teflon-faced septa, 40 mL
74200	Sample preservation	167	EPC, High-density poly-vinyl chloride bottle, 1L
74200	Sample preservation	169	ERA, Polyethylene bottle, 500 mL
74200	Sample preservation	171	ERC, Amber polyethylene bottle, 125 mL
74200	Sample preservation	173	ERU, polyethylene bottle, 250 mL
74200	Sample preservation	175	FCA, Brown polyethylene bottle, 125 mL
74200	Sample preservation	177	FCC, Brown polyethylene bottle, 125 mL
74200	Sample preservation	179	FUS, Filtered untreated stable isotopes
74200	Sample preservation	181	IQE, Invertebrate QMH Elitriate: NWQL Tech Memo 98-09
74200	Sample preservation	183	IQL, Invertebrate QMH Large Rare: NWQL Tech Memo 98-09
74200	Sample preservation	185	IQM, Invertebrate QMH Main Body, NWQL Tech Memo 98-09
74200	Sample preservation	187	IRE, Invertebrate RTH Elutriate; NWQL Tech Memo 98-09
74200	Sample preservation	189	IRL, Invertebrate RTH Large Rare: NWQL Tech Memo 98-09
74200	Sample preservation	191	IRM, Invertebrate RTH Main Body: NWQL Tech Memo 98-09
74200	Sample preservation	193	LC0460, Polyethylene bottle, polyethylene seal cap, 250mL
74200	Sample preservation	195	LC0624, Polyethylene bottle, polyethylene seal cap, 500 mL
74200	Sample preservation	197	LC1565, Glass /high-density poly bottle, poly seal cap, 1L
74200	Sample preservation	199	LC1567, Polyethylene bottle, polyethylene seal cap, 125 mL
74200	Sample preservation	201	LC1574, Glass/high-density poly bottle, poly seal cap,125mL
74200	Sample preservation	203	LC1717, Amber glass/high-dens poly bottle, poly seal cap,1L
74200	Sample preservation	205	LC1949, Contact Ty Coplen (703-648-5862)
74200	Sample preservation	207	LC1951, Glass/untrtd high-dens poly bottle,poly seal cap,1L
74200	Sample preservation	209	MBAS, Polyethylene bottle, 250 mL
74200	Sample preservation	211	PIC, Glass fiber filter
74200	Sample preservation	213	RAR, Polyethylene bottle, acid rinsed, 1L
74200	Sample preservation	215	RCA, Brown polyethylene bottle, 125 mL
74200	Sample preservation	217	RCC, Brown polyethylene bottle, 125 mL
74200	Sample preservation	219	RURCT, Copper tube, 1L: NWQL Tech Memo 97.04 & 97.04S
74200	Sample preservation	221	RURCV, Glass vial, 20 mL
74200	Sample preservation	223	RUS, Polyethylene bottle, 250mL, 500mL, or 1L
74200	Sample preservation	225	SC1379, Amber glass bottle, baked @ 450 deg C, 125 mL
74200	Sample preservation	227	SUR, Petri dish or vial
74200	Sample preservation	229	TBI, Ziplock-type bag, glass or poly wide-mouth jar
74200	Sample preservation	231	TPCN, Glass fiber filter, 25 mm
74200	Sample preservation	233	UAS, Supor/glass fiber filter &amber glass septum vial,40mL
74200	Sample preservation	235	WCA, Polyethylene bottle, 125 mL
74200	Sample preservation	237	LC1648, Polyethylene bottle, 250 mL
74200	Sample preservation	239	LC1718, Amber glass/high-dens poly bottle, poly seal cap,1L
82309	Contamination source	1	Oil spill
82309	Contamination source	3	Gas spill
82309	Contamination source	5	Organic
82309	Contamination source	7	Pesticide
82309	Contamination source	9	Herbicide
82309	Contamination source	11	Insecticide
82309	Contamination source	13	Feedlot runoff
82309	Contamination source	15	Salt water
82309	Contamination source	17	Injection well
82309	Contamination source	19	Sewage treatment plant
82309	Contamination source	21	Land spreading
82309	Contamination source	23	Landfill
82309	Contamination source	25	Sludge dump
82309	Contamination source	27	Waste lagoon
82309	Contamination source	29	Urban runoff
82309	Contamination source	31	Mine drainage
82309	Contamination source	33	Construction drainage
82309	Contamination source	35	Pulp mill outfall
82309	Contamination source	37	Textile mill outfall
82309	Contamination source	39	Irrigation runoff
82309	Contamination source	41	Fertilizer
82309	Contamination source	43	Dairy operation
82309	Contamination source	45	Overflow of Combined Sanitary and Storm Sewers
82309	Contamination source	99	None noted
82398	Sampling method	10	Equal width increment (ewi)
82398	Sampling method	20	Equal discharge increment (edi)
82398	Sampling method	25	Timed sampling interval
82398	Sampling method	30	Single vertical
82398	Sampling method	40	Multiple verticals
82398	Sampling method	50	Point sample
82398	Sampling method	55	Composite - Multiple point samples
82398	Sampling method	60	Weighted bottle
82398	Sampling method	70	Grab sample  (dip)
82398	Sampling method	80	Discharge integrated, equal transit rate (etr)
82398	Sampling method	90	Discharge integrated, centroid
82398	Sampling method	100	Van Dorn sampler
82398	Sampling method	110	Sewage sampler
82398	Sampling method	120	Velocity integrated
82398	Sampling method	130	Seepage Meter
82398	Sampling method	200	Zooplankton-net
82398	Sampling method	210	Benthic invertebrate-mechanical grab
82398	Sampling method	220	Benthic invertebrate-mechanical dredge
82398	Sampling method	230	Benthic invertebrate-artificial substrate
82398	Sampling method	240	Benthic invertebrate-natural substrate
82398	Sampling method	250	Benthic invertebrate-net
82398	Sampling method	260	Phytoplankton-net
82398	Sampling method	270	Phytoplankton-water bottle
82398	Sampling method	280	Periphyton-natural substrate
82398	Sampling method	281	Periphyton-Natural Substrate, Depositional Targeted Habitat
82398	Sampling method	282	Periphyton-Natural Substrate, Richest Targeted Habitat
82398	Sampling method	290	Periphyton-artificial substrate
82398	Sampling method	300	Tissue taken with biopsy plug
82398	Sampling method	900	SuspSed; Pumping - stream sample using a pumping mechanism
82398	Sampling method	910	SuspSed;Single-stage,nozzle at fixed stage,passively fillng
82398	Sampling method	920	SuspSed; Box-single ver, depth-int, attached to structure
82398	Sampling method	930	SuspSed;Partial Depth,depth integrated,part of single vert.
82398	Sampling method	940	SuspSed; Partial Width - dep/width int, part of x-section
82398	Sampling method	1000	Bedload, single equal width increment (SEWI)
82398	Sampling method	1010	Bedload, multiple equal width increment (MEWI)
82398	Sampling method	1020	Bedload, unequal width increment (UWI)
82398	Sampling method	4010	Thief sample
82398	Sampling method	4020	Open-top bailer
82398	Sampling method	4025	Double-valve bailer
82398	Sampling method	4030	Suction pump
82398	Sampling method	4031	Suction lift centrifugal pump
82398	Sampling method	4032	Suction lift jet pump
82398	Sampling method	4033	Suction lift peristaltic pump
82398	Sampling method	4040	Submersible pump
82398	Sampling method	4041	Submersible bladder pump
82398	Sampling method	4042	Submersible gas reciprocating pump
82398	Sampling method	4043	Submersible gas lift pump
82398	Sampling method	4044	Submersible jet pump
82398	Sampling method	4045	Submersible multiple impeller (turbine) pump
82398	Sampling method	4046	Submersible helical rotor pump
82398	Sampling method	4047	Submersible gear pump
82398	Sampling method	4048	Submersible gas-displacement pump
82398	Sampling method	4050	Squeeze pump
82398	Sampling method	4060	Gas reciprocating pump
82398	Sampling method	4070	Gas lift
82398	Sampling method	4080	Peristaltic pump
82398	Sampling method	4090	Jet pump
82398	Sampling method	4100	Flowing well
82398	Sampling method	4110	Resin trap collector
82398	Sampling method	5010	Sediment core
82398	Sampling method	8010	Other
82398	Sampling method	8020	Syringe sample
82398	Sampling method	8030	Grab sample at water-supply tap
82398	Sampling method	15	Multiple verticals, non-isokinetic, equal widths and transit rate
82398	Sampling method	8040	Spigot
82398	Sampling method	8050	Grab sample at Tap(s) on a Dam
82398	Sampling method	140	Passive diffusion, organic-free deionized water
82398	Sampling method	141	Passive diffusion, ambient air
82398	Sampling method	4120	Micropurge, pump operation to minimize purge vol & min drawdown,in open interval
82923	Atm. Dep. Type, wet	1	Snow
82923	Atm. Dep. Type, wet	2	Hail
82923	Atm. Dep. Type, wet	3	Mixture (rain, snow, and or hail)
82923	Atm. Dep. Type, wet	4	Rain
82923	Atm. Dep. Type, wet	5	Throughfall, rain dripping from a vegetative canopy
82923	Atm. Dep. Type, wet	6	Stemflow, rain flowing along tree branches and trunk
82923	Atm. Dep. Type, wet	9.99	Unknown
83205	Atmos deposition type, bulk	1	Snow
83205	Atmos deposition type, bulk	2	Hail
83205	Atmos deposition type, bulk	3	Mixture (rain, snow, and or hail)
83205	Atmos deposition type, bulk	4	Rain
83205	Atmos deposition type, bulk	9.99	Unknown
84060	Topography, physio settng	10	Alluvial fan
84060	Topography, physio settng	20	Playa
84060	Topography, physio settng	30	Stream channel
84060	Topography, physio settng	40	Local depression
84060	Topography, physio settng	50	Dunes
84060	Topography, physio settng	60	Flat surface
84060	Topography, physio settng	70	Flood plain
84060	Topography, physio settng	80	Hilltop
84060	Topography, physio settng	90	Sinkhole
84060	Topography, physio settng	100	Lake, swamp, or marsh
84060	Topography, physio settng	110	Mangrove swamp
84060	Topography, physio settng	120	Offshore (estuary)
84060	Topography, physio settng	130	Pediment
84060	Topography, physio settng	140	Hillside (slope)
84060	Topography, physio settng	150	Terrace, alluvial or marine
84060	Topography, physio settng	160	Undulating
84060	Topography, physio settng	170	Valley flat
84060	Topography, physio settng	180	Upland draw
84143	Well purging condition	100	Well purged to stable pH
84143	Well purging condition	110	Well purged to stable temperature
84143	Well purging condition	120	Well purged to stable specific conductance
84143	Well purging condition	130	Well purged to stable pH and temperature
84143	Well purging condition	140	Well purged to stable pH and specific conductance
84143	Well purging condition	150	Well purged to stable temperature and specific conductance
84143	Well purging condition	160	Well purged to stable pH, temp. and specific conductance
84143	Well purging condition	170	Well purged, at least three well volumes
84143	Well purging condition	500	Well not purged, water in casing less than 6 hours
84143	Well purging condition	510	Well not purged, water in casing 6-12 hours
84143	Well purging condition	520	Well not purged, water in casing 12-24 hours
84143	Well purging condition	530	Well not purged, water in casing more than 24 hours
84144	Well selection critera	100	Site selected because it is near/within local problem area
84144	Well selection critera	200	Site selected without regard to local problem area
84145	Project component	100	Regional sampling
84145	Project component	200	Targeted sampling (agricultural area)
84145	Project component	300	Targeted sampling (urban or suburban area)
84145	Project component	400	Targeted sampling (naturally occurring substances)
84145	Project component	500	Targeted sampling (local-scale network)
84145	Project component	600	Targeted sampling (other)
84145	Project component	700	Geochemical investigation
84145	Project component	800	Targeted sampling (avian-use area)
84145	Project component	900	Quality control statistical sample group
84146	Land use within 100 feet	110	Residential
84146	Land use within 100 feet	120	Commercial and services
84146	Land use within 100 feet	130	Industrial
84146	Land use within 100 feet	170	Other urban or built-up land
84146	Land use within 100 feet	211	Nonirrigated cropland
84146	Land use within 100 feet	212	Irrigated cropland
84146	Land use within 100 feet	213	Pasture
84146	Land use within 100 feet	220	Orchards, groves, vineyards, nurseries
84146	Land use within 100 feet	230	Confined feeding operations
84146	Land use within 100 feet	240	Other agricultural land
84146	Land use within 100 feet	300	Rangeland
84146	Land use within 100 feet	400	Forestland
84146	Land use within 100 feet	500	Water
84146	Land use within 100 feet	600	Wetland
84146	Land use within 100 feet	700	Barren land
84147	Land use within 1/4 mile	110	Residential
84147	Land use within 1/4 mile	120	Commercial and services
84147	Land use within 1/4 mile	130	Industrial
84147	Land use within 1/4 mile	170	Other urban or built-up land
84147	Land use within 1/4 mile	211	Nonirrigated cropland
84147	Land use within 1/4 mile	212	Irrigated cropland
84147	Land use within 1/4 mile	213	Pasture
84147	Land use within 1/4 mile	220	Orchards, groves, vineyards, nurseries
84147	Land use within 1/4 mile	230	Confined feeding operations
84147	Land use within 1/4 mile	240	Other agricultural land
84147	Land use within 1/4 mile	300	Rangeland
84147	Land use within 1/4 mile	400	Forestland
84147	Land use within 1/4 mile	500	Water
84147	Land use within 1/4 mile	600	Wetland
84147	Land use within 1/4 mile	700	Barren land
84148	Predominant land use in 1/4mi	25	Less than 25 percent
84148	Predominant land use in 1/4mi	50	From 26 percent to 50 percent
84148	Predominant land use in 1/4mi	75	From 51 percent to 75 percent
84148	Predominant land use in 1/4mi	100	From 76 percent to 100 percent
84149	Land use changes, 10yr, 1/4mi	100	Yes
84149	Land use changes, 10yr, 1/4mi	200	Probably
84149	Land use changes, 10yr, 1/4mi	300	Probably not
84149	Land use changes, 10yr, 1/4mi	400	No
84164	Sampler type	100	Van Dorn sampler
84164	Sampler type	110	Sewage sample
84164	Sampler type	120	Velocity integrated sample
84164	Sampler type	125	Kemmerer bottle
84164	Sampler type	130	Drum Seepage Meter (Lee, 1977)
84164	Sampler type	200	Zooplankton net
84164	Sampler type	210	Benthic invertebrate-mechanical, grab
84164	Sampler type	220	Benthic invertebrate-mechancial, dredge
84164	Sampler type	230	Benthic invertebrate-artificial substrate
84164	Sampler type	240	Benthic invertebrate-natural substrate
84164	Sampler type	250	Benthic invertebrate-net
84164	Sampler type	260	Phytoplankton net
84164	Sampler type	270	Phytoplankton-water bottle
84164	Sampler type	280	Periphyton-natural substrate
84164	Sampler type	290	Periphyton-artificial substrate
84164	Sampler type	1000	Bedload-Helley-Smith, 3 x 3, area ratio 3.22
84164	Sampler type	1010	Bedload-Helley-Smith, 6 x 6, area ratio 3.22
84164	Sampler type	1020	Bedload-Helley-Smith, 3 x 3, area ratio 1.40
84164	Sampler type	1030	Bedload-Helley-Smith, 6 x 6, area ratio 1.40
84164	Sampler type	1040	Bedload-Helley-Smith, 6 x 12, area ratio 1.40
84164	Sampler type	1050	BL-6X12 in, Toutle R. Type 2, Exp. Ratio 1.40, Cable Susp
84164	Sampler type	1060	BL-3X3 in, BL-84, Exp. Ratio 1.40, Cable Susp
84164	Sampler type	1070	Bedload-Toutle River type 1, 6 x 6, area ratio 3.22
84164	Sampler type	1080	Bedload-Hubble #5, 6 x 12, area ratio, 1.40
84164	Sampler type	1090	FIASP, 3 x 3, area ratio 1.40
84164	Sampler type	1100	BL-3X3 in, H-S, 50-100 lb, Exp. Ratio 3.22, Cable Susp
84164	Sampler type	1110	BL-3X3 in, H-S, 100-200 lb,   Exp. Ratio 3.22, Cable Susp
84164	Sampler type	1120	BL-3X3 in, H-S, 1/4-in thick nozzle,  Exp. Ratio 3.22, Wading
84164	Sampler type	1130	3x3 inch H-S, sheet metal nozzle, wading
84164	Sampler type	1140	3x3 inch FIASP, 1/4-in thick nozzle, 50-100lb, Exp. Ratio 3.22, Cable Susp
84164	Sampler type	1150	BL-3X3 in, BLH-84, 1/4-in thick nozzle,  Exp. Ratio 1.4, Wading
84164	Sampler type	1160	3x3 inch FIASP, sheet metal nozzle, wading
84164	Sampler type	1170	BL-6X6 in H-S, 1/4-in nozzle, 150-200 lb, Exp. Ratio 3.22, Cable Susp
84164	Sampler type	3001	Sampler, US DH-48
84164	Sampler type	3002	Sampler, US DH-59
84164	Sampler type	3003	Sampler, US DH-75P
84164	Sampler type	3004	Sampler, US DH-75Q
84164	Sampler type	3005	Sampler, US DH-76
84164	Sampler type	3006	Sampler, US D-43
84164	Sampler type	3007	Sampler, US D-49
84164	Sampler type	3008	Sampler, US D-49AL
84164	Sampler type	3009	Sampler, US D-74
84164	Sampler type	3010	Sampler, US D-74AL
84164	Sampler type	3011	Sampler, US D-77
84164	Sampler type	3012	Sampler, US P-46
84164	Sampler type	3013	Sampler, US P-50
84164	Sampler type	3014	Sampler, US P-61-A1
84164	Sampler type	3015	Sampler, US P-63
84164	Sampler type	3016	Sampler, US P-72
84164	Sampler type	3017	Sampler, US U-59
84164	Sampler type	3018	Sampler, US U-73
84164	Sampler type	3019	Sampler, US PS-69
84164	Sampler type	3020	Sampler, US PS-69TM
84164	Sampler type	3021	Sampler, US CS-77
84164	Sampler type	3022	Sampler, US PS-82
84164	Sampler type	3023	Sampler, US BMH-53
84164	Sampler type	3024	Sampler, US BMH-53TM
84164	Sampler type	3025	Sampler, US BM-54
84164	Sampler type	3026	Sampler, US BM-54TM
84164	Sampler type	3027	Sampler, US BMH-60
84164	Sampler type	3028	Sampler, US BMH-60TM
84164	Sampler type	3029	Sampler, US RBMH-80
84164	Sampler type	3030	US DH-48 TM
84164	Sampler type	3031	US DH-48 TM with Teflon gasket and nozzle
84164	Sampler type	3032	US DH-59 TM
84164	Sampler type	3033	US DH-59 TM with Teflon gasket and nozzle
84164	Sampler type	3034	US DH-76 TM
84164	Sampler type	3035	US DH-76 TM with Teflon gasket and nozzle
84164	Sampler type	3036	US D-74 TM
84164	Sampler type	3037	US D-74 AL-TM
84164	Sampler type	3038	US D-74 AL-TM with Teflon gasket and nozzle
84164	Sampler type	3039	US D-77 TM
84164	Sampler type	3040	US D-77 TM modified Teflon bag sampler
84164	Sampler type	3041	US P-61 AL-TM
84164	Sampler type	3042	US P-61
84164	Sampler type	3043	US P-61 TM
84164	Sampler type	3044	US DH-81
84164	Sampler type	3045	US DH-81 with Teflon cap and nozzle
84164	Sampler type	3046	Sampler, D-77 TM, with Reynolds Oven Collapsible Bag
84164	Sampler type	3047	Sampler, frame-type, plastic bottle with Reynolds Oven Bag
84164	Sampler type	3048	Sampler, frame-type, Teflon bottle
84164	Sampler type	3049	Sampler, frame-type, plastic bottle
84164	Sampler type	3050	Sampler, frame-type, plastic bottle w/Teflon collaps. bag
84164	Sampler type	3051	US DH-95 Teflon bottle
84164	Sampler type	3052	US DH-95 plastic bottle
84164	Sampler type	3053	US D-95 Teflon bottle
84164	Sampler type	3054	US D-95 plastic bottle
84164	Sampler type	3055	US D-96 bag sampler
84164	Sampler type	3056	US D-96-A1 Bag Sampler
84164	Sampler type	3057	US D-99 Bag Sampler
84164	Sampler type	3058	US DH-2 Bag Sampler
84164	Sampler type	3060	Weighted-bottle sampler
84164	Sampler type	3061	US WBH-96 weighted-bottle sampler
84164	Sampler type	3070	Grab sample
84164	Sampler type	3071	Open-Mouth Bottle
84164	Sampler type	3080	VOC hand sampler
84164	Sampler type	4010	Thief sampler
84164	Sampler type	4020	Open-top bailer
84164	Sampler type	4025	Double-valve bailer
84164	Sampler type	4030	Suction pump
84164	Sampler type	4035	Submersible centrifugal pump
84164	Sampler type	4040	Submersible positive-pressure pump
84164	Sampler type	4041	Submersible helical rotor pump
84164	Sampler type	4045	Submersible gear pump
84164	Sampler type	4050	Bladder pump
84164	Sampler type	4055	Inertial Pump
84164	Sampler type	4060	Gas reciprocating pump
84164	Sampler type	4070	Gas lift
84164	Sampler type	4075	Submersible piston pump
84164	Sampler type	4080	Peristaltic pump
84164	Sampler type	4090	Jet pump
84164	Sampler type	4095	Line-shaft turbine pump
84164	Sampler type	4100	Flowing well
84164	Sampler type	4110	Resin trap collector
84164	Sampler type	4115	Sampler, point, automatic
84164	Sampler type	5010	Box core, long
84164	Sampler type	5020	Box core, short
84164	Sampler type	5030	Gravity core
84164	Sampler type	5040	Piston core
84164	Sampler type	5050	Push core
84164	Sampler type	8000	None
84164	Sampler type	8010	Other
84164	Sampler type	6000	Bed Material -- Scoop Shovel
84164	Sampler type	6010	Bed Material -- Scoop TM (Epoxy coated metal sampler)
84164	Sampler type	6020	Bed Material -- Scoop Teflon
84164	Sampler type	6030	Bed Material -- Pipe Dredge
84164	Sampler type	6040	Bed Material -- Dredge-Cooper Scooper
84164	Sampler type	6050	Bed Material -- Ponar Grab
84164	Sampler type	6060	Bed Material -- Ekman Grab
84164	Sampler type	6070	Bed Material -- Box Core Grab
84164	Sampler type	6080	Bed Material -- Peterson Grab
84164	Sampler type	6090	Bed Material -- Van Veen Grab
84164	Sampler type	3090	Passive diffusion sampler
84164	Sampler type	1055	BL-6X12 in, Toutle R. Type 2, Exp. Ratio 1.40, Wading
84164	Sampler type	1180	BL-4X8 in, Elwha R., Exp. Ratio 1.40, Wading
84164	Sampler type	1190	BL-4X8 in, Elwha R., Exp. Ratio 1.40, Cable Susp
84164	Sampler type	1200	BL-Net-Frame Trap
84164	Sampler type	8020	Mulitple samplers used
84164	Sampler type	3099	US War Dept., Engineer District, Omaha, Neb. Time-Integrating Sediment Sampler
84164	Sampler type	3062	US P-6, 100 lb. Point-Integrating sampler, replaces P-61-A1
84164	Sampler type	3063	US P-6, 200 lb. Point-Integrating sampler, replaces P-63
84164	Sampler type	6100	US SAH-97 FISP Hand-held gravelometer 14 square holes for sizes from 2 to 180 mm
84164	Sampler type	205	Plankton-water tube sampler, flexible or rigid, vacuum
84171	Sample splitter type	10	Churn splitter, plastic, 8 liter, cooler-type spigot
84171	Sample splitter type	20	Churn splitter, plastic, 14 liter, cooler-type spigot
84171	Sample splitter type	30	Churn splitter, plastic, 8 liter, cubitainer-type spigot
84171	Sample splitter type	40	Churn splitter, plastic, 14 liter, cubitainer-type spigot
84171	Sample splitter type	50	Churn splitter, fluoropolymer, 8 liter
84171	Sample splitter type	60	Churn splitter, fluoropolymer, 14 liter, US SS-1
84171	Sample splitter type	70	Cone splitter, plastic
84171	Sample splitter type	80	Cone splitter, fluoropolymer
84171	Sample splitter type	90	Sieve, wet
84171	Sample splitter type	100	Sieve, dry
84171	Sample splitter type	110	Riffle splitter (Jones)
84171	Sample splitter type	200	Other
84172	Air sampler filter	10	GFF, Glass fiber filter
84172	Air sampler filter	20	QFF, Quartz fiber filter
84172	Air sampler filter	30	TF, Teflon filter
84172	Air sampler filter	40	Other
84173	Air sampler sorbent	10	PUF, Polyurethane foam
84173	Air sampler sorbent	20	PUF/XAD, polyurethane foam plug/XAD resin/PUF plug sandwich
84173	Air sampler sorbent	30	XAD, XAD resin
84173	Air sampler sorbent	40	Tenax, Tenax GC resin
84173	Air sampler sorbent	50	Oasis, Hydrophilic-Lipophilic Balance Sorbent (HLB) resin
84173	Air sampler sorbent	60	Other
84174	POCIS sorbent type	10	Oasis, Hydrophilic-Lipophilic Balance Sorbent (HLB) resin
84174	POCIS sorbent type	20	80% Isolute ENV+ and 20% Ambersorb Carbon on Biobeads
84175	Lake thermal layer	10	Epilimnion - Upper thermal lake layer
84175	Lake thermal layer	20	Metalimnion - Middle thermal lake layer
84175	Lake thermal layer	30	Hypolimnion - Lower thermal lake layer
84176	Oil slick on water, severity	0	None
84176	Oil slick on water, severity	1	Light sheen
84176	Oil slick on water, severity	2	Heavy sheen
84176	Oil slick on water, severity	3	Light slick
84176	Oil slick on water, severity	4	Heavy slick
84177	Oil slick on shore, severity	2	Moderate
84177	Oil slick on shore, severity	3	Serious
84177	Oil slick on shore, severity	4	Extreme
84177	Oil slick on shore, severity	0	None
84177	Oil slick on shore, severity	1	Mild
84178	Floating vegetation, severity	0	None
84178	Floating vegetation, severity	1	Mild
84178	Floating vegetation, severity	2	Moderate
84178	Floating vegetation, severity	3	Serious
84178	Floating vegetation, severity	4	Extreme
84180	Soil horizon	1000	O horizon
84180	Soil horizon	1100	Oa horizon
84180	Soil horizon	1200	Oe horizon
84180	Soil horizon	1300	Oi horizon
84180	Soil horizon	2000	A horizon
84180	Soil horizon	3000	E horizon
84180	Soil horizon	4000	B horizon
84180	Soil horizon	4010	Upper B horizon
84180	Soil horizon	4020	Mid B horizon
84180	Soil horizon	4030	Lower B horizon
84180	Soil horizon	4100	Bc horizon
84180	Soil horizon	4200	Bh horizon
84180	Soil horizon	4250	Bhs horizon
84180	Soil horizon	4251	Bhs1 horizon
84180	Soil horizon	4252	Bhs2 horizon
84180	Soil horizon	4300	BI horizon
84180	Soil horizon	4400	Bs horizon
84180	Soil horizon	4410	Bs1(1) horizon
84180	Soil horizon	4500	Bu horizon
84180	Soil horizon	4600	Bw horizon
84180	Soil horizon	4610	Bw1 horizon
84180	Soil horizon	4620	Bw1(2) horizon
84180	Soil horizon	4630	Bw2(1) horizon
84180	Soil horizon	4640	Bw2(2) horizon
84180	Soil horizon	4990	BC horizon
84180	Soil horizon	5000	C horizon
84180	Soil horizon	5200	Cd horizon
84180	Soil horizon	5700	Cu horizon
84180	Soil horizon	6000	R horizon
84181	Reel and transit method	101	A-pack Reel, Manual; 3 bolt base, used with weights 50 lbs. or less
84181	Reel and transit method	102	Canfield Reel, Manual; Cableway hangar, used with weights 50 lbs. or less
84181	Reel and transit method	103	A-55 Reel, Manual; 4 bolt base, used with weights 100 lbs. or less
84181	Reel and transit method	201	B-56 Reel, Manual; weights of 200 lbs. or less
84181	Reel and transit method	202	B-56 Reel, Powered, J&H Single Speed; weights of 200 lbs. or less
84181	Reel and transit method	203	B-56 Reel, Powered, USGS Variable Speed; weights of 200 lbs. or less
84181	Reel and transit method	301	E-53 Reel, Powered, J&H Single Speed; weights of 300 lbs. or less
84181	Reel and transit method	302	E-53 Reel, Powered, USGS Variable Speed; weights of 300 lbs.or less
84182	Bottle/bag sampler material	1	Glass
84182	Bottle/bag sampler material	2	Plastic
84182	Bottle/bag sampler material	3	Fluoropolymer
84182	Bottle/bag sampler material	4	Other
84183	Plant water extraction method	1	Transpiration stream capture
84183	Plant water extraction method	2	Solar distillation
84183	Plant water extraction method	3	Toluene distillation
84183	Plant water extraction method	4	Cryodistillation
84183	Plant water extraction method	5	Centrifugation
84183	Plant water extraction method	99	Other
91112	Lat-long datum	27	North American Datum of 1927 (NAD27)
91112	Lat-long datum	83	North American Datum of 1983 (NAD83)
91112	Lat-long datum	100	Old Alaska (Mainland) and Aleutian Islands Datum (OLDAK)
91112	Lat-long datum	110	Old Hawaii (OLDHI)
91112	Lat-long datum	120	Old Puerto Rico and Virgin Islands Datum - (OLDPR)
91112	Lat-long datum	130	Old American Samoa Datum (OLDSAMOA)
91112	Lat-long datum	140	Old Guam Datum (OLDGUAM)
91113	Lat-long method	10	Calculated from land net (C)
91113	Lat-long method	20	Differentially corrected Global Positioning Sys (GPS) (D)
91113	Lat-long method	30	Global positioning system, uncorrected SPS and PPS (G)
91113	Lat-long method	40	Long-range navigation system (L)
91113	Lat-long method	50	Interpolated from map (M)
91113	Lat-long method	60	Interpolated from digital map (N)
91113	Lat-long method	70	Reported (R)
91113	Lat-long method	80	Transit, theodolite, or other surveying method (S)
91113	Lat-long method	99	Unknown (U)
91114	Lat-long accuracy	1	Accurate to +/- 1 second (S)
91114	Lat-long accuracy	3	Accurate to +/- 3 seconds (Std positioning svc SPS GPS) (R)
91114	Lat-long accuracy	5	Accurate to +/- 5 seconds (F)
91114	Lat-long accuracy	10	Accurate to +/-10 seconds (T)
91114	Lat-long accuracy	60	Accurate to +/- 1 minute (M)
91114	Lat-long accuracy	99	Unknown (U)
99100	Type of blank solution	10	Inorganic-free water
99100	Type of blank solution	20	Standard reference water sample
99100	Type of blank solution	30	Matched matrix
99100	Type of blank solution	40	Organic-free water
99100	Type of blank solution	50	VOC-free water (nitrogen-purged organic-free water)
99100	Type of blank solution	60	Sterile saline buffered water
99100	Type of blank solution	70	Sterile buffered water PO4/MgCl2
99100	Type of blank solution	80	Universal Blank Water (discontinued June 1, 2006)
99100	Type of blank solution	200	Other
99100	Type of blank solution	100	Inorganic-free water + organic-free water
99100	Type of blank solution	110	Inorganic-free+nitrogen-purged organic-free water(voc-free)
